tavg_mean,tmin_mean,tmin_peak,tmax_mean,tmax_peak,prcp_sum,wspd_mean,pres_mean,Month,TotalConsumption_electric,TotalCost_electric,UsagePeriodDays_electric,TotalConsumption_gas,TotalCost_gas,UsagePeriodDays_gas
23.048387096774192,19.06451612903226,14.4,27.70967741935484,34.4,57.99999999999999,15.561290322580644,1013.7612903225806,2020-08-01,11712344.35,2666154.82,30.80912615568148,174316.80000000002,314863.71,28.8890625
18.413333333333334,14.07,6.7,23.243333333333332,29.4,24.799999999999997,15.683333333333334,1018.9233333333334,2020-09-01,11053132.4,1934245.27,30.382075471698112,329965.41,297512.12,29.74293059125964
12.44516129032258,8.703225806451613,-2.1,16.567741935483873,25.6,126.60000000000001,16.496774193548386,1019.2838709677419,2020-10-01,13368940.49,2335477.96,30.968637992831543,1613969.87,1898689.57,30.404549950544016
8.756666666666666,4.006666666666667,-5.5,13.723333333333333,23.9,106.8,17.283333333333335,1019.9333333333333,2020-11-01,9988632.82,1742995.61,30.79049676025918,3337623.51,2915882.84,32.77109826589595
2.3870967741935485,-1.4870967741935484,-8.8,5.95483870967742,17.2,143.89999999999998,19.0258064516129,1015.6290322580645,2020-12-01,13406312.44,2014023.19,31.2334442092531,3550654.29,2949049.48,31.627140974967062
-0.532258064516129,-3.7516129032258063,-13.8,2.732258064516129,11.1,51.4,18.470967741935485,1014.0483870967741,2021-01-01,10221706.88,2902561.07,29.50687863038826,3198666.09,3271324.01,29.026536312849164
-0.8464285714285713,-3.557142857142857,-11.6,2.3249999999999997,10.0,77.6,17.289285714285715,1017.875,2021-02-01,7870014.99,2873920.31,28.373613193403298,2896790.14,2607726.72,28.04042179261863
5.512903225806451,0.44838709677419364,-10.5,10.751612903225807,23.3,48.1,20.138709677419353,1019.0699999999999,2021-03-01,12055181.98,2652277.52,31.083601286173632,2249713.66,2250431.22,31.14756671899529
10.270000000000001,5.973333333333333,-1.6,14.886666666666667,25.6,112.8,18.93,1010.8633333333333,2021-04-01,10726231.0,2414946.52,30.09644970414201,1354495.42,1388979.91,29.805755395683452
16.296774193548387,11.596774193548388,6.7,21.041935483870965,33.3,125.0,18.041935483870965,1017.183870967742,2021-05-01,12104380.38,3133120.04,30.988420181968568,646187.83,673922.22,30.89481707317073
